_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Delta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
14.717321,20000,0.027182579,-1.3389438,1.3731376,0.07615093,-0.0392491,-3.0846689,2.750456,0.3466685,-1.1368683772161604e-17,-3.2754432956062063,4.301098688372452,0.9999733542402122,0.006183009744583013,-0.23739965009107328,0.31843697761290934,0.009591543446193307,500,-0.010580760426819324,4.983383,0.016383171,0.19753086419753085,1.0,0.015041355837157464,-0.5473636400092432,-0.4312953700922111
50.593452,20000,0.023904392,-1.2507969,1.5199542,0.07435629,-0.05346461,-2.8419495,2.7841372,0.34960178,-1.7053025658242403e-17,-3.4314352089269975,4.080707569388423,0.9999724122267578,0.03783380569030134,-0.184743992312894,0.3561021890521253,0.008778389475648294,520,-0.01250637136399746,4.956126,0.017466025,0.19753086419753085,1.0,0.013350005372250107,-0.5106571633334724,-0.44737336324294286
53.275597,20000,0.020803679,-1.3741841,1.4714518,0.078367025,-0.0633295,-2.915596,3.0034752,0.35309672,-2.2737367544323207e-17,-3.615983897430603,3.665052919860542,0.9999747549830943,0.034928746246222525,-0.24490005482769428,0.3592267953886702,0.013525918249391672,540,-0.011679911985993385,4.9243126,0.015666468,0.19753086419753085,1.0,0.021110974686736478,-0.5597969794904405,-0.5154237693586787
95.10474,20000,0.018202888,-1.4290355,1.4650396,0.07768497,-0.06875817,-2.8673706,2.5105174,0.35418892,-5.115907697472721e-17,-3.633845546040189,3.920985166593285,0.9999749189373851,0.07897284252907116,-0.254258156163948,0.4229814680418278,0.013991852747286277,560,-0.012250448577105999,4.917914,0.017969532,0.19753086419753085,1.0,0.02201847022681824,-0.5471083313407517,-0.4521404593151437
126.073654,20000,0.021119043,-1.2933493,1.5326513,0.08046618,-0.06583165,-2.8706222,2.5202055,0.36148977,5.684341886080802e-18,-4.184319588868154,3.6254550150741176,0.9999741886427151,0.09823167877348161,-0.2888318069574261,0.4450681844822284,0.016256047561039662,580,-0.011694145388901234,4.893812,0.017783469,0.19753086419753085,1.0,0.027591143492059177,-0.6902088405609728,-0.55894835492835
117.50413,20000,0.026436811,-1.2162927,1.6237311,0.07848175,-0.06279919,-2.923037,2.9764123,0.35991585,-1.1368683772161604e-17,-3.5969313885856056,3.367193009033228,0.9999744226295064,0.08485503027161594,-0.214703277869239,0.42585510987016595,0.011593295300147525,600,-0.010108592920005322,4.8508587,0.017053615,0.19753086419753085,1.0,0.018251170405602816,-0.5720511268053272,-0.623824751588324
152.16525,20000,0.018998323,-1.4321767,1.4422716,0.0785111,-0.06767796,-2.8802044,2.7546797,0.36001503,-2.2737367544323207e-17,-3.2664962718313624,3.63351338355081,0.9999750869362158,0.11985776900508797,-0.08990347833909128,0.4474703199709731,0.011716326613895213,620,-0.0109655000269413,4.815823,0.0126196155,0.19753086419753085,1.0,0.018189909970842424,-0.5507379170010653,-0.5317328439946416
204.1891,20000,0.021218142,-1.4423597,1.4639834,0.07852914,-0.07216142,-3.1019518,2.5983036,0.36242786,7.389644451905042e-17,-2.9918220823418573,4.648591125485109,0.9999741234133176,0.16078273134097004,-0.09150986842835396,0.5944577601673747,0.01307942083206167,640,-0.014177864417433739,4.818083,0.0223987,0.2962962962962963,1.0,0.02121978945662799,-0.5742818450025522,-0.5277251864211885
240.51518,20000,0.018892305,-1.3393205,1.6219927,0.081083976,-0.0802046,-3.1413786,2.75359,0.37553737,9.663381206337362e-17,-3.2992645406120715,4.412473850515841,0.9999829987207509,0.19598747566190508,-0.15305455204006518,0.7240039750419454,0.023602105431479888,660,-0.011735728941857815,4.8071795,0.016415259,0.2962962962962963,1.0,0.03343709674189099,-0.4090603148532661,-0.3118052071346311
200.18877,20000,0.026566908,-1.5131038,1.520607,0.0825537,-0.07079524,-3.1914282,2.9594533,0.3787644,0.0,-3.410896336364055,5.061067621195553,0.9999801639223155,0.15300238068335742,-0.28158423226582124,0.6293886428916424,0.02207162510236509,680,-0.011337315663695335,4.80661,0.014634238,0.2962962962962963,1.0,0.03634932704840349,-0.6460637251512924,-0.49280516540374886
233.91028,20000,0.023397472,-1.5886483,1.5352242,0.08246093,-0.0823545,-3.011962,2.860745,0.3889972,2.842170943040401e-17,-4.034792096243653,3.8341736648910247,0.999982053585105,0.17487573706237225,-0.1851437762877958,0.7041925768386341,0.02458453397406087,700,-0.013378748670220375,4.7693715,0.014437157,0.2962962962962963,1.0,0.03804656819859991,-0.5473879687300598,-0.5096940145678346
288.59518,20000,0.02483754,-1.3128645,1.5405378,0.083088264,-0.08089449,-3.0393615,2.628799,0.38839653,1.7053025658242403e-17,-3.4756552329852366,4.318654563307461,0.9999820966032777,0.21941692310557645,-0.07603589273782857,0.7346321453915327,0.025818684846876137,720,-0.011199571192264557,4.7402763,0.012185886,0.2962962962962963,1.0,0.04009611545463167,-0.5433955282607266,-0.5346729853183598
354.19666,20000,0.018154932,-1.5188421,1.4922166,0.0825618,-0.09505788,-3.1963806,2.4787111,0.38941813,-2.2737367544323207e-17,-3.014696497762676,3.1869665848794964,0.9999829855765916,0.2820538509742151,-0.11192294790374781,0.7248007659879447,0.03015731310926086,740,-0.01261337660253048,4.736698,0.012927057,0.2962962962962963,1.0,0.04703885112439367,-0.5421454271215396,-0.436176349754656
355.29034,20000,0.019653123,-1.481899,1.7050233,0.08324713,-0.09789202,-3.2827792,2.6082416,0.38787118,-4.5474735088646414e-17,-3.4092930991735457,3.428508045554894,0.9999815857941059,0.28179231072469785,-0.08724412810252286,0.705587895393615,0.02999975668813742,760,-0.014053190127015114,4.736512,0.018691717,0.2962962962962963,1.0,0.050952811150192755,-0.697185310790023,-0.5705400021283729
443.46246,20000,0.019215723,-1.5644048,1.6405828,0.082776226,-0.10004524,-3.067126,2.8187408,0.38898766,1.1368683772161604e-17,-3.5412473861157037,3.4534062216574064,0.9999849733889885,0.35031467559406204,-0.09485901029639357,0.8945929831539611,0.047836560977266664,780,-0.011814620345830917,4.7136407,0.016826853,0.2962962962962963,1.0,0.07427544522462398,-0.5338002637498596,-0.43767028340409264
479.41977,20000,0.013867017,-1.5907426,1.5436051,0.08282046,-0.116392925,-2.9443207,2.8052015,0.395053,8.526512829121202e-17,-3.6971903070252794,3.0940517884811394,0.9999855156924424,0.3892342057002281,-0.1338125587436989,0.8431389328886122,0.050523706568774376,800,-0.012811683118343353,4.7238593,0.015767042,0.2962962962962963,1.0,0.08455962172987508,-0.6729771207303898,-0.434924123811153
574.97894,20000,0.01321017,-1.5487167,1.7602144,0.082639016,-0.12499622,-3.2290463,3.0000985,0.4030141,3.126388037344441e-17,-3.7155076660569764,3.510863356971913,0.9999853310037881,0.4633453321456989,-0.043919910933589545,0.9679121153116241,0.04823746125980767,820,-0.012305065989494324,4.7150173,0.019908749,0.2962962962962963,1.0,0.08140045385398754,-0.6784525061807254,-0.6285322018316353
519.7733,20000,0.016568882,-1.4391888,1.6326026,0.08796106,-0.10898084,-3.1280243,2.8242683,0.41660365,-2.2737367544323207e-17,-4.201923233274109,2.872785802067093,0.9999872103440386,0.4124475292410092,-0.3246156298513199,0.8964212870472107,0.08064587333098114,840,-0.010897071100771427,4.7026815,0.011652605,0.2962962962962963,1.0,0.1372061824638217,-0.6987576335863068,-0.4962180999597241
585.78235,20000,0.0211798,-1.4568516,1.6832476,0.08651695,-0.10945148,-3.3497818,2.4605398,0.4189818,1.1368683772161604e-17,-4.531229188452672,3.1399495014893897,0.9999864368768847,0.4781352445597173,-0.0401888180462371,0.9241865348914512,0.06641420726251208,860,-0.01214306615293026,4.7064457,0.015205977,0.2962962962962963,1.0,0.11558550553248488,-0.7277839596530933,-0.6054559712607472
570.74133,20000,0.023500549,-1.5822102,1.687739,0.08599576,-0.10147418,-3.3379662,2.833301,0.42627776,5.684341886080802e-18,-4.205353296046796,3.7682536990628175,0.9999864908033478,0.45583645221350433,-0.09468653048778437,1.0126741152000558,0.06947927497548563,880,-0.01024624239653349,4.698028,0.010057548,0.2962962962962963,1.0,0.12013546597458238,-0.7290830831033364,-0.7451078972367562
642.8755,20000,0.017596232,-1.4893339,1.5304475,0.08507868,-0.11423538,-3.0619714,2.8423965,0.43071628,2.842170943040401e-18,-3.8531580696563066,4.419398487959929,0.9999864271562771,0.5135343771329375,-0.04611204497544244,1.1267170359288121,0.0655414476701667,900,-0.01417888980358839,4.6585836,0.021606836,0.4444444444444444,1.0,0.10595732525848647,-0.6162513388505035,-0.6113535990101173
696.2554,20000,0.023153586,-1.4141152,1.5929073,0.08568233,-0.10127287,-3.6446185,2.6353488,0.42968276,-2.2737367544323207e-17,-3.2698206324928742,3.282993434868415,0.9999894893595236,0.5504863591492597,-0.048517441448423765,1.246508343109543,0.0997369655780239,920,-0.010198934003710747,4.631857,0.010171166,0.4444444444444444,1.0,0.16283185645667794,-0.6310799331284003,-0.48890544897377675
696.02893,20000,0.025866613,-1.325975,1.5766978,0.08742705,-0.10344859,-2.939626,3.0855067,0.43939945,-2.842170943040401e-17,-4.316461199245809,3.3846999242948574,0.9999887781362193,0.5640838438288065,-0.07208066599771215,1.2988368411951399,0.08287679559099047,940,-0.011224624700844288,4.6235795,0.010662344,0.4444444444444444,1.0,0.1460205192345573,-0.7600730617140325,-0.666871415930052
776.5152,20000,0.020965964,-1.3984246,1.5728679,0.08715825,-0.118383124,-3.1626856,2.6634943,0.4421991,-2.2737367544323207e-17,-4.24377127892266,3.5358357884784226,0.9999889583723718,0.6388636047956233,-0.04638007628347177,1.19645841796249,0.09030301330530652,960,-0.010944953188300133,4.6054535,0.012282425,0.4444444444444444,1.0,0.1494503976659018,-0.6455258081797559,-0.6321913622397168
827.60254,20000,0.022423591,-1.4378492,1.5565333,0.087692544,-0.1212871,-3.191969,3.121407,0.44919932,2.2737367544323207e-17,-4.121388613376508,5.847019935879913,0.9999892397395627,0.6776056685825257,-0.05549635086793566,1.4537320447144766,0.10235359559841078,980,-0.010327421128749847,4.5916843,0.009691645,0.4444444444444444,1.0,0.17333924850801452,-0.6926436803699929,-0.6655682339934208
798.6769,20000,0.025996067,-1.4128197,1.736998,0.0887123,-0.11398766,-3.1380746,2.8855822,0.44738433,-4.5474735088646414e-17,-4.092006204549581,2.9113248594204197,0.9999904967953551,0.6448378121707172,-0.036066773121352314,1.3983991649128442,0.12989577228276158,1000,-0.01085301861166954,4.583313,0.0127149,0.4444444444444444,1.0,0.214232113470013,-0.6492003031244509,-0.5721972696585236
946.0419,20000,0.026101856,-1.4335788,1.5167624,0.09056662,-0.120864764,-3.1759052,3.021254,0.46478716,0.0,-4.031558821084843,3.1409550863642153,0.9999904252634926,0.757292163973394,-0.040938988003299134,1.5500191649665602,0.1390440819663108,1020,-0.01145564578473568,4.579459,0.01144263,0.4444444444444444,1.0,0.23679538448092144,-0.684839472691716,-0.6209893060171061
950.74884,20000,0.02526179,-1.7131627,1.6611001,0.091295786,-0.124110766,-3.0029984,3.2556736,0.4742283,-5.115907697472721e-17,-4.461942902504518,3.6124336008606743,0.9999907118314731,0.7812841712755297,-0.049315274176937436,1.5054079780911176,0.13941953524697087,1040,-0.010251889936625957,4.5556674,0.008752172,0.4444444444444444,1.0,0.2309768319043066,-0.6567005691671357,-0.6324920619765431
989.46014,20000,0.02728721,-1.4420335,1.636393,0.09481328,-0.11577142,-3.2372215,3.0295231,0.48016152,5.684341886080802e-17,-4.873045227748141,2.7592388170484967,0.9999923943034144,0.7971145629259888,-0.2996812313548842,1.6313516371214751,0.19276628794017056,1060,-0.011430969461798668,4.5414615,0.011115587,0.4444444444444444,1.0,0.33076528397899907,-0.7145492457948,-0.49545315583579663
1089.4795,20000,0.02513918,-1.5877669,1.5602616,0.091013685,-0.12806202,-3.2160575,2.9513083,0.47552702,-1.4210854715202004e-18,-4.612195300316423,3.9898416986560137,0.9999912034455652,0.8866141877085404,-0.08832661741751738,1.6759527455483845,0.16145381835931327,1080,-0.00969669222831726,4.507658,0.008868134,0.4444444444444444,1.0,0.26960465237531694,-0.6666351576477878,-0.6350843283956413
1032.7511,20000,0.029142087,-1.6544905,1.7174963,0.09117518,-0.114363045,-3.3240418,2.9392757,0.4717087,1.1368683772161604e-17,-4.171608341573289,3.4089913328797814,0.9999916520379949,0.8235987687606737,-0.10474763433264427,1.6446039995238153,0.16820252426999088,1100,-0.012225102633237839,4.5088243,0.010326861,0.4444444444444444,1.0,0.2930901804069478,-0.7408363953976962,-0.7116543027457525
1025.047,20000,0.02885015,-1.6128709,1.5913545,0.09101221,-0.11323661,-3.3442945,2.9611006,0.4734485,-2.842170943040401e-17,-3.5539293412472475,3.0799887220733315,0.9999914347300477,0.8167031574718988,-0.07029012107310012,1.5637000249997108,0.15418659543833105,1120,-0.009939685463905334,4.5008364,0.009184865,0.4444444444444444,1.0,0.2698881499732115,-0.75029671719318,-0.8203817672887288
1154.9417,20000,0.027539328,-1.5463966,1.4853145,0.09162839,-0.12697294,-3.215494,3.1710904,0.48912334,-8.526512829121202e-17,-4.252447120700007,3.0867975986508345,0.9999913587523365,0.9443237308360234,-0.024486226022766257,1.7647288203042626,0.17623869739368614,1140,-0.01090313121676445,4.478424,0.010662593,0.4444444444444444,1.0,0.28343392565641,-0.5949353757715938,-0.6007883417587325
1217.0354,20000,0.024146756,-1.5476224,1.5417768,0.09306891,-0.13653776,-3.2091427,3.1212907,0.49665228,-2.2737367544323207e-17,-6.544353224364391,3.0150069621057423,0.9999908156000056,0.9830195681399738,-0.3413323751328749,1.8352019916465923,0.21023814729831092,1160,-0.011846424080431461,4.4665675,0.014305897,0.4444444444444444,1.0,0.38372025246031577,-0.8230305920222498,-0.5880735182353587
1173.3125,20000,0.028220063,-1.4278302,1.5759774,0.09483948,-0.13042305,-3.5718043,3.29041,0.5000906,0.0,-5.675573711608993,3.054379928297855,0.9999918066787288,0.9492717149467415,-0.32922800936680374,1.8143414543855452,0.2538311711850384,1180,-0.01132096629589796,4.4230638,0.01083886,0.4444444444444444,1.0,0.43919387557869455,-0.7302112898014632,-0.780337709963558
1308.9167,20000,0.022506105,-1.6049408,1.4905429,0.08935748,-0.15969615,-3.077883,3.0122683,0.49499917,-5.684341886080802e-18,-4.583627809691124,3.990839146581504,0.9999908769400078,1.0608601505231738,-0.044940189896892684,1.8190455175779572,0.189107674430213,1200,-0.01046567503362894,4.3842325,0.009817551,0.4444444444444444,1.0,0.31915658526125457,-0.6843086796366289,-0.6214613902972774
1264.4211,20000,0.026092838,-1.753805,1.6807034,0.09123913,-0.14905283,-3.7366712,3.4965107,0.4986813,-1.1368683772161604e-17,-3.983875798962404,2.806518945611572,0.9999926274742671,1.0276757277848874,-0.11185340956221623,1.9128960990947885,0.24750141948030274,1220,-0.010432180017232895,4.3649173,0.01106772,0.4444444444444444,1.0,0.4172956956721182,-0.6858806256246914,-0.6077666067533896
1454.333,20000,0.023774216,-1.5849241,1.6977018,0.089067176,-0.1581732,-3.4268029,2.9841743,0.5101476,-3.836930773104541e-17,-5.567459694122491,2.9380034952756096,0.999990728240327,1.1911427590678048,-0.002631667516304571,2.0153907250077587,0.19945346935882227,1240,-0.013362717814743519,4.3542194,0.014102948,0.4444444444444444,1.0,0.3615216209675724,-0.7848238649483452,-0.6565795654192936
1428.4742,20000,0.028970305,-1.5198044,1.4779809,0.095604084,-0.14111717,-3.3881278,3.1120534,0.53849477,9.663381206337362e-17,-6.1545786200947035,3.8277156006351123,0.9999927169066887,1.1635819293234726,-0.3137263193485892,2.0444593867901304,0.30734147770341497,1260,-0.010704239830374718,4.335561,0.009001291,0.4444444444444444,1.0,0.5578575666903454,-0.8124216565347719,-0.6989473670431738
1420.3893,20000,0.027376615,-1.5321641,1.4034867,0.091610804,-0.1503611,-3.190178,2.855216,0.5243827,5.684341886080802e-18,-5.129404055571666,3.0946279953067264,0.9999926561547243,1.1491125056536913,-0.08201018006611524,2.0214851209634404,0.30759331440176135,1280,-0.010214168578386307,4.324,0.008365987,0.4444444444444444,1.0,0.5394881788708136,-0.752040427021555,-0.6798921812391059
1525.8586,20000,0.02985806,-1.5275562,1.6550789,0.09320226,-0.14293249,-3.2028956,3.2125149,0.5351802,-7.673861546209082e-17,-5.037573859831158,3.7142486002010546,0.9999930011139792,1.2428396108229292,-0.07826039901354363,2.1276376600412665,0.3047411997446564,1300,-0.010200194083154202,4.3019314,0.010973744,0.4444444444444444,1.0,0.5362795045904708,-0.7534664994095917,-0.7285864746519741
1568.2906,20000,0.029289387,-1.6115637,1.4961622,0.0928019,-0.14604507,-3.1186469,2.9491792,0.54043216,-7.105427357601002e-19,-4.781609668928188,3.1016704582647487,0.9999930113925065,1.2752960559856406,-0.020317164234476364,2.1098589039195854,0.3010296306622995,1320,-0.01148422434926033,4.2834177,0.015480512,0.4444444444444444,1.0,0.5182355759318522,-0.7210035036062543,-0.7136224298553284
1518.5691,20000,0.03065956,-1.5647314,1.543636,0.092925765,-0.14132544,-3.8260183,3.2810514,0.5369091,-1.9895196601282805e-17,-4.584054610138992,3.6681865208226525,0.9999935205743328,1.2403352827145904,-0.04421319747844736,2.335681246948281,0.302403090918197,1340,-0.00996697973459959,4.266123,0.010275023,0.4444444444444444,1.0,0.533245856391101,-0.7619287157068502,-0.7666842611546025
1565.2097,20000,0.03050645,-1.5311196,1.5874873,0.092468426,-0.1408177,-3.2556627,3.0684211,0.5353927,-1.7053025658242403e-17,-4.689320134822927,2.8528881881908683,0.9999935525089575,1.2749422580174414,-0.06904608435128501,2.2359684912698268,0.35123625567342986,1360,-0.010205904953181744,4.2572737,0.008497435,0.4444444444444444,1.0,0.597248887725,-0.7000729401980168,-0.6504460667346634
